problem_id,title,A,B,C,D,E,answer,count
920,党支部的“三会一课”制度的“三会”指的是（）。,支部党员大会,党员代表大会,支部委员会,党小组会,"","A,C,D",8
921,党章规定，党员如果没有正当理由（）就被认为自行脱党。,连续六个月不参加党的组织生活,或不缴纳党费,或不履行党员的八项义务,或不做党所分配的工作,,"A,B,D",13
922,从申请入党到成为一名共产党员必须经过的程序是,被确定为入党积极分子,被确定为发展对象,进行政治审查,预备党员的转正,"","A,B,C,D",16
923,社会主义核心价值观的基本内容有哪些?（),富强、民主、文明、和谐,自由、平等、公正、法治,爱国、敬业、诚信、友善,有文化、有理想、有道德、有思想,"","A,B,C",6
924,十八大提出的“三个永无止境”是怎样表述?（),实践发展永无止境,认识真理永无止境,理论创新永无止境,理想与未来无止境,"","A,B,C",9
925,党的地方各级代表大会的职权是（),听取和审查同级委员会的报告,听取和审查同级纪律检查委员会的报告,讨论本地区范围内的重大问题并作出决议,选举同级党的委员会，选举同级党的纪律检查委员会,,"A,B,C,D",8
926,在十八大提出大力发展生态文明建设中指出，开展哪几项措施?（),优化国土空间开发格局,全面促进资源节约,加大自然生态系统和环境保护力度,加强生态文明制度建设,"","A,B,C,D",11
927,全面深化改革的总目标是完善和发展中国特色社会主义制度，推进国家治理体系和治理能力现代化。必须更加注重改革的系统性、整体性、协同性，加快发展社会主义市场经济、民主政治、先进文化、和谐社会、生态文明，让中国人民（)。,坚定道路自信、理论自信、制度自信和文化自信,一切劳动、知识、技术、管理、资本的活力竞相迸发,一切创造社会财富的源泉充分涌流,发展成果更多更公平惠及全体人民,,"B,C,D",7
928,习近平指出，衡量一名共产党员、一名领导干部是否具有共产主义远大理想，是有客观标准的，主要看的是（)。,能否坚持全心全意为人民服务的根本宗旨,能否吃苦在前、享受在后,能否勤奋工作、廉洁奉公,能否为理想而奋不顾身去拼搏、去奋斗、去献出自己的全部精力乃至生命,,"A,B,C,D",8
929,党的全国代表大会的职权是（)。,听取审查中央委员会和中央纪律检查委员会的报告,讨论并决定党的重大问题,修改党的章程,选举中央委员会和中央纪律委员会,"","A,B,C,D",8
930,始终做到“三个代表”是中国共产党的（)。,立党之本,执政之基,力量之源,发展之道,"","A,B,C",12
931,科学发展观的基本要素是（)。,第一要义是发展,基本要求是全面协调可持续,核心是以人为本,根本方法是统筹兼顾,"","A,B,C,D",7
932,中国特色社会主义事业总体布局是全面推进（)。,经济建设,政治建设,文化建设,社会建设,,"A,B,C,D",4
933,（）是检验党一切执政活动的最高标准。,以人为本,执政为民,党要管党,从严治党　,,"A,B",8
934,党员除了享有（）以外，还有权要求罢免或撤换不称职的干部。,表决权,选举权,被选举权,"","","A,B,C",11
935,在选举产生党的各级代表大会的代表和委员会委员时，下列表述中，正确的是（）。,只能采取差额选举的办法,必须先采取差额选举办法进行预选，产生候选人名单，然后进行正式选举,可以直接采用候选人数多于应选人数的差额选举办法进行正式选举,也可以先采用差额选举办法进行预选，产生候选人名单，然后进行正式选举,"","C,D",10
936,发展党员工作，必须认真贯彻（)的方针。,控制总量,必须先采取差额选举办法进行预选，产生候选人名单，然后进行正式选举优化结构,可以直接采用候选人数多于应选人数的差额选举办法进行正式选举提高质量,发挥作用,"","A,B,C,D",11
937,坚持社会主义道路，（)这四项基本原则，是我们的立国之本。,坚持人民民主专政,坚持以经济建设为中心,坚持中国共产党的领导,坚持马克思列宁主义毛泽东思想,"","A,C,D",9
938,我们各项工作的总的出发点和检验标准是（)。,有利于发展社会主义社会的生产力,有利于增强社会主义国家的综合国力,有利于强化社会意识形态,有利于提高人民的生活水平,,"A,B,D",7
939,共产主义的概念有（）的含义。,共产主义是一个科学的思想体系,共产主义是正在进行的现实运动,共产主义是崭新而美好的社会制度,共产主义是全新的价值体系,"","A,B,C,D",11
940,共产主义觉悟主要体现在（）。,有坚定的共产主义信念,有崇高的共产主义思想境界,有为共产主义事业奋斗的过硬本领,有全心全意为人民服务的意识,"","A,B,C",16
941,改革开放以来我们取得一切成绩和进步的根本原因，归结起来就是,开辟了中国特色社会主义道路,形成了中共特色社会主义理论,确立了中国特色社会主义制度,创立科学发展观,,"A,B,C",4
942,党的章程根据中国革命和建设的具体情况，运用马克思列宁主义的理论原则，正确规定了（），提出了党内生活和处理党内关系的基本准则。,党的政治路线、思想路线和组织路线,规定了党的性质、党的任务,规定了党员的条件和党员必须遵循的义务和权利,规定了党的组织原则和组织形式,,"A,B,C,D",8
943,"在新世纪新阶段,经济和社会发展的战略目标是（)。",巩固和发展已经达初步达到的小康水平,"到建党一百年时,建成惠及十几亿人口的更高水平的小康社会","到建国一百年时,人均国内生产总值达到中等发达国家水平,基本实现现代化",基本实现共产主义,,"A,B,C",4
944,党章是党的根本大法，是立党、治党、管党的总章程，在党内具有最高的权威性和约束力，主要是因为（）。,党章是具有最高权威的党内法规,党章是党的整体意志的集中体现,党章是党内的普遍行为规范,党章对公民具有约束力,,"A,B,C",9
945,加强党的纯洁性建设是,我们党不断取得胜利的根本保证,我们党新形势下有效应对风险挑战的必然要求,我们党不断发展壮大的基本条件,我们党严惩腐败的有效途径,,"A,B",7
946,对违反党纪的党员进行纪律处分，必须坚持以下基本原则（）。,纪律面前人人平等的原则,严肃慎重和区别对待原则,实事求是原则,坚持民主集中制原则,,"A,B,C,D",12
947,社会主义本质是（）。,解放和发展生产力,消灭剥削,消除两极分化,最终达到共同富裕,,"A,B,C,D",12
948,党的纪律具有下列哪些特点（）。,阶级性,严肃性,统一性,强制性,"","A,B,C,D",14
949,实现中华民族伟大复兴的中国梦，就是要实现（）。,国家富强,民族振兴,健康和谐,人民幸福,,"A,B,D",9
950,1942年，中国共产党在全党范围内进行了一次整风运动，其主要任务是（）。,反对主观主义以整顿学风,反对宗派主义以整顿党风,反对党八股以整顿文风,反对分散主义以整顿政风,"","A,B,C",14
951,对“党纪面前人人平等”原则理解正确的是（）。,一切党组织和党员都必须受党纪约束,无论谁违犯党纪，都必须受到追究,不管你是正式党员，还是预备党员，同样受党纪约束,应当受纪处分的，必须给予相应的处分,"","A,B,C,D",9
952,党按照（）原则选拔干部，反对任人唯亲。,德才兼备,以德为先,素质过硬,任人唯贤,"","A,B",12
953,党的三大作风是（）。,理论联系实际的作风,求真务实的工作作风,批评和自我批评的作风,密切联系群众的作风,"","A,C,D",7
954,党的十八大报告指出（）是科学发展观最鲜明的精神实质。,解放思想,实事求是,与时俱进,求真务实,,"A,B,C,D",6
955,预备党员的权利，除了没有（)以外，其他同正式党员一样。,表决权,选举权,被选举权,检举权,"","A,B,C",4
956,申请入党的人要（），才能成为正式党员。,填写入党志愿书,有两名正式党员作介绍人,经过支部大会和上级党组织批准,要经过预备期的考察,"","A,B,C,D",11
957,党章规定，党的组织系统是由（）组成的。,中央组织,地方组织,基层组织,共青团组织,"","A,B,C",14
958,党取得新民主主义革命胜利的三大法宝是,统一战线,党的建设,武装斗争,思想工作,,"A,B,C",12
959,"《党章》规定，党员必须自觉遵守党的纪律，（）,服从组织分配，积极完成党的任务。",模范遵守国家的法律法规,严格保守党和国家的秘密,执行党的决定,贯彻党的部署,"","A,B,C",13
960,下列哪几项行为应当给予党纪处分（),违反个人有关事项报告规定，不报告、不如实报告的,在组织进行谈话、函询时，不如实向组织说明问题的,不如实填报个人档案资料的,隐瞒入党前严重错误的,"","A,B,C,D",7
961,对严重违犯党纪的党组织的纪律处理措施有（)。,改组,重组,解散,合并,"","A,C",6
962,下列哪些是《党章》规定党员享有的权利（）。,开展批评和自我批评，勇于揭露和纠正工作中的缺点、错误,参加党的有关会议，阅读党的有关文件，接受党的教育和培训,在党的会议上和党报党刊上，参加关于党的政策问题的讨论,对党的工作提出建议和倡议,"","B,C,D",11
963,党组织在纪律审查中发现党员有贪污贿赂、失职渎职等刑法规定的行为涉嫌犯罪的，应当给予（）处分。,严重警告,撤销党内职务,留党察看,开除党籍,"","B,C,D",6
964,拒不执行党组织的（)等决定的，给予警告、严重警告或者撤销党内职务处分。,教育,分配,调动,交流,"","B,C,D",10
965,党组织负责人在工作中不负责任或者疏于管理，给党、国家和人民利益以及公共财产造成重大损失的，对直接责任者和领导责任者，给予（)处分。,警告或者严重警告,撤销党内职务,留党察看,开除党籍,,"B,C,D",14
966,党在社会主义初级阶段的基本路线是（）。,领导和团结全国各族人民,以经济建设为中心,坚持四项基本原则,坚持改革开放,"","A,B,C,D",10
967,中国共产党的“三大作风”是（）。,全心全意为人民服务,理论联系实际,密切联系群众,批评与自我批评,"","B,C,D",14
968,党重视培养、选拔（)。,年轻干部,女干部,少数民族干部,港澳台干部,"","B,C",10
969,党的纪律包括（）。政治纪律、组织纪律、、群众纪律、,政治纪律,组织纪律,廉洁纪律,群众纪律,工作纪律和生活纪律,"A,B,C,D,E",5
970,党的中央、地方和基层组织，都必须重视党的建设，经常讨论和检查党（）等，注意研究党内外的思想政治状况。,宣传工作、教育工作,群众工作,统一战线工作,组织工作、纪律检查工作,"","A,B,C,D",11
971,党章总纲强调，要以改革创新精神全面推进党的建设新的伟大工程，整体推进党的（）。,作风建设,思想建设,反腐倡廉建设,制度建设,,"A,B,C,D",18
972,中国共产党面向未来的“两个一百年”是（）。,建党100年，全面建成小康社会,建国100年，建成社会主义现代化国家,建军100年，成为世界第一强大国家,改革开放100年，成为世界第一大国,"","A,B",9
974,中国共产党成立以来90年的历史，可以概括为一部什么样的历史（)。,奋斗史,探索史,建设史,民族史,"","A,B,C",10
976,以下哪些属于党的基层组织（)。,乡村企业,农村里的学校,市中心的街道社区,社会中介组织,,"A,B,C,D",6
977,对共产主义青年团的理解正确的是（)。,共青团最早成立的时间比正式建党时间提早将近一年,中国社会主义青年团后来演变成了共产主义青年团，本质上有一定区别,共青团组织机构是依据中国共产党的要求，按党的组织原则建立的,是广大青年在入党实践中学习中国特色社会主义和共产主义的学校,"","A,C,D",11
978,中国特色社会主义理论体系、道路和制度的相互关系是（）。,中国特色社会主义道路是实现途径,中国特色社会主义理论体系是行动指南,中国特色社会主义制度是根本保障,三者统一于中国特色社会主义伟大实践,"","A,B,C,D",7
979,下面是入党介绍人的主要任务的有（）。,"向被介绍人解释党的纲领、章程,说明党员的条件、义务的权利","认真了解被介绍人的入党动机、政治觉悟、思想品质、本职工作表现、经历等情况,如实向党组织汇报","指导被介绍人填写《入党申请书》,并认真填写自己的意见。向支部大全负责地介绍被介绍人的情况","被介绍人批准为预备党员以后,继续对他进行教育帮助","","A,B,C,D",12
980,中央委员会总书记负责以下的哪些工作（)。,召集中央政治局会议,中央政治局常务委员会会议,主持中央书记处的工作,听取和审查中央委员会的报告,"","A,B,C",10
981,根据《党章》规定，共青团中央委员会受党中央委员会领导。共青团的地方各级组织受（）领导。,同级党的委员会,共青团上级组织,共青团中央委员会,共青团上级组织的双重,"","A,B",16
983,下列选项正确的是（）。,党的最终目标是保持我党的执政地位,党的最高纲领是实现共产主义,党的最低纲领反帝、反封建，实现新民主主义,党的最终目的是实现共产主义的社会制度,"","B,D",7
984,都必须经支部大会讨论通过并报上级党委批准。,延长预备期,按期转正,取消预备党员资格,确定为入党发展对象,,"A,B,C",9
985,《党章》规定：党的干部是党的事业的骨干，是人民的公仆。党按照德才兼备的原则选拔干部，坚持任人唯贤，反对仁人唯亲，努力实现干部队伍的（）。,革命化,年轻化,知识化,专业化,,"A,B,C,D",10
986,党的各级领导干部必须具备以下的基本条件（）。,教育党员和群众自觉抵制不良倾向，坚决同各种违法犯罪行为作斗争,坚持解放思想，实事求是，与时俱进，开拓创新,密切联系群众，经常了解群众对党员、党的工作的批评和意见,坚持和维护党的民主集中制,"","B,C,D",11
987,党的基层组织是党在社会基层组织中的战斗堡垒，是党的全部工作和战斗力的基础。它的基本任务是（）。,对要求入党的积极分子进行教育和培养，做好经常性的发展党员工作，重视在生产、工作第一线和青年中发展党员,教育党员和群众自觉抵制不良倾向，坚决同各种违法犯罪行为作斗争,坚持党和人民的利益高于一切，个人利益服从党和人民的利益，吃苦在前，享受在后，克己奉公，多做贡献,密切联系群众，向群众宣传党的主张，遇事同群众商量，及时向党反映群众的意见和要求，维护群众的正当利益,"","A,B,D",13
988,党的地方各级代表大会的职权是（）。,选举下级党的委员会，选举下级党的纪律检查委员会,听取和审查同级委员会的报告,听取和审查同级纪律检查委员会的报告,选举同级党的委员会，选举同级党的纪律检查委员会,,"B,C,D",4
989,习近平指出，衡量一名共产党员、一名领导干部是否具有共产主义远大理想，是有客观标准的，主要看的是（)。,能否坚持全心全意为人民服务的根本宗旨,能否吃苦在前、享受在后,能否勤奋工作、廉洁奉公,能否为理想而奋不顾身去拼搏、去奋斗、去献出自己的全部精力乃至生命,"","A,B,C,D",5
990,《党章》第四条规定，党员享有八项权利，下列哪些属于党员享有的权利（),参加党的有关会议，阅读党的有关文件，接受党的教育和培训,在党的会议上和党报党刊上，参加关于党的政策问题的讨论,对党的工作提出建议和倡议,行使表决权、选举权，有被选举权,"","A,B,C,D",10
991,保障党员主体地位和民主权利，以落实党员（)为重点，充分发挥党员在党内生活中的主体作用。,知情权,参与权,选举权,监督权,"","A,B,C,D",8
992,党的群众路线是（)。,一切为了群众,一切依靠群众,从群众中来,到群众中去,"","A,B,C,D",13
993,下列各项中，对党与共青团关系描述正确的是（)。,中国共产主义青年团是中国共产党领导的先进青年的群众组织,中国共产主义青年团是广大青年在实践中学习中国特色社会主义和共产主义的学校,中国共产主义青年团是党的助手和后备军,共青团中央委员会受党中央委员会领导,"","A,B,C,D",10
994,年满十八岁的中国（）承认党的纲领和章程，愿意参加党的一个组织并在组织中积极工作、执行党的决议和按期缴纳党费的，可以申请加入中国共产党。,军人,知识分子,其他社会各阶层的先进分子,农民,"","A,B,C,D",4
995,入党介绍人的素质有（）。,政治坚定,责任心强,坚韧不拔,信念坚定,,"A,B",7
996,入党介绍人产生的途径有（）。,熟人介绍,同学帮忙,党员发展对象自己约请,党组织指定,,"C,D",10
997,中共十九大是在全面建成小康社会决胜阶段、中国特色社会主义进入新时代的关键时期召开的一次十分重要的大会。,对,错,"","",,A,4
999,经过长期努力，中国特色社会主义进入了新时代，这是我国发展新的历史方位。,对,错,"","","",A,11
1000,中国共产党诞生于1911年。,对,错,"","","",B,8
1001,十月革命送来了马克思列宁主义。,对,错,"","","",A,7
1002,实现中华民族伟大复兴是近代以来中华民族最伟大的梦想。,对,错,"","","",A,10
1003,中国共产党的最高理想和最终目标是实现共产主义。,对,错,"","","",A,4
1004,中华人民共和国成立于1949年。,对,错,"","","",A,3
1005,中国特色社会主义道路是实现社会主义现代化、创造人民美好生活的必由之路。,对,错,"","","",A,5
1006,中国特色社会主义理论体系是指导党和人民实现中华民族伟大复兴的正确理论。,对,错,"","","",A,4
1007,中国特色社会主义制度是当代中国发展进步的根本制度保障。,对,错,"","","",A,6
1008,发展是解决一切问题的基础和关键。,对,错,"","","",A,2
1009,为了发展可以适当牺牲环境。,对,错,"","","",B,7
1010,当前我国社会主要矛盾已经转化为人民日益增长的美好生活的需要和不平衡不充分发展之间的矛盾。,对,错,"","","",A,11
1011,当前我国社会主义已经进入高级阶段。,对,错,"","",,B,3
1012,习近平新时代中国特色社会主义思想是集体智慧的结晶。,对,错,"","",,A,5
1013,申请入党必须年满十八岁。,对,错,"","","",A,13
1014,不具有中国国籍的人也可以加入中国共产党。,对,错,"","","",B,7
1015,党员如果没有正当理由，连续六个月不缴纳党费，就被认为是自行脱党，支部大会应当作出决定，经上级党组织批准，把这样的党员除名。,对,错,"","","",A,4
1016,根据《关于党内政治生活的若干准则》，一部分党员如果背着党有组织地进行与党的路线、决议相背离的活动，就是派性活动。,对,错,"","","",A,3
1017,发挥党内民主，首先要允许党员发表不同的意见，对问题进行充分的讨论，真正做到知无不言，言无不尽。,对,错,"","","",A,8
1018,《关于党内政治生活的若干准则》是党的重要法规，全体党员要认真学习，自觉遵守，要对照《准则》的规定，认真检查自己的工作和作风。,对,错,"","","",A,6
1019,发展党员必须经过党的支部，任何情况下任何一级党组织无权直接接收党员。,对,错,"","","",B,2
1020,凡是写了入党申请书的人都是入党积极分子。,对,错,"","","",B,7
1021,外调函的回复落行政部门或其它非党组织公章的也有效。,对,错,"","","",B,5
1022,召开接收新党员的支部大会进行表决时，到会的人员都要举手表决是否同意申请人加入党组织。,对,错,"","","",B,8
1023,预备党员的义务同正式党员一样。,对,错,"","","",A,6
1024,预备党员享有选举权，但没有被选举权。,对,错,"","","",B,5
1025,预备党员享有选举权和被选举权。,对,错,"","",,B,7
1026,在全国代表大会闭会期间，中央委员会执行全国代表大会决议、领导党的全部工作，对外代表中国共产党。,对,错,"","","",A,7
1027,党的各级纪律检查委员会每届任期和同级党的委员会任期相同。,对,错,"","","",A,5
1028,中国共产党的性质和宗旨，决定了党同各种消极腐败现象是水火不相容的。,对,错,"","",,A,1
1029,党的地方各级代表大会代表的名额和选举办法，由上一级党的委员会决定。,对,错,"","","",B,5
1030,王某于2008年5加入中国共产党，2008年11月被选举为系学生党支部委员。,对,错,"","",,B,6
1032,在全国代表大会闭会期间，党的总书记执行全国代表大会决议、领导党的全部工作，对外代表中国共产党。,对,错,"","","",B,6
1034,党组织讨论决定问题，必须执行少数服从多数的原则。,对,错,"","","",A,6
1035,党的各级纪律检查委员会每届任期和同级党的委员会任期不相同。,对,错,"","",,B,3
1036,党的各级委员会实行集体领导和个人分工负责相结合的制度。凡属重大问题都要由党的委员会集体讨论。,对,错,"","",,A,5
1037,中国共产党党徽为镰刀和锤头组成的图案。,对,错,"","","",A,5
1038,“中共湖南科技大学委员会”属于党的地方委员会。,对,错,"","","",B,5
1039,预备党员的权利和义务同正式党员一样。,对,错,"","","",B,5
1040,党组织讨论决定问题，必须执行下级服从上级的原则。,对,错,"","","",B,7
1041,党的最高领导机关，是党的全国代表大会和它所产生的中央委员会。,对,错,"","","",A,3
1042,党按照德才兼备的原则选拔干部，坚持任人唯贤，反对任人唯亲，努力实现干部队伍的革命化、年轻化、知识化、专业化。,对,错,"","","",A,9
1043,解放思想，本质是实事求是。,对,错,"","","",A,8
1044,发展党员必须经过党的支部。,对,错,"","","",A,4
1045,党员如果没有正当理由，连续半年不参加党的组织生活，或不交纳党费，或不做党所分配的工作，就被认为是自行脱党。,对,错,"","","",A,6
1046,中国共产党的性质和宗旨，决定了党同各种消极腐败现象是水火不相容的。,对,错,"","","",A,9
1050,党的全国代表大会每五年举行一次，由中央委员会召集。,对,错,"","","",A,7
1051,预备党员的预备期，从支部大会通过他为预备党员之日算起。,对,错,"","",,A,1
1052,预备党员的权利和义务同正式党员不一样。,对,错,"","","",A,4
1053,党组织讨论决定问题，必须执行超过半数的原则。,对,错,"","","",B,6
1054,党的最高领导机关，是党的总书记。,对,错,"","","",B,5
1055,延长预备党员的预备期和取消预备党员资格都是党纪处分。,对,错,"","","",B,4
1056,党的任何一级组织直至中央都无权剥夺党员的权利。,对,错,"","","",A,6
1058,十八大提出，到建国一百年时人均国内生产总值达到最发达国家水平，基本实现现代化。,对,错,"","",,B,6
1059,中国梦归根到底是人民的梦。,对,错,"","","",A,6
1060,科学发展观的第一要义是发展。,对,错,"","","",A,4
1061,按照人类历史发展的客观规律推论，共产主义社会是“各尽所能、按劳分配”的社会。,对,错,"","","",B,4
1062,四项基本原则是立国之本，改革开放是强国之路。,对,错,"","","",A,8
1063,中国共产党的根本宗旨是全心全意为人民服务。,对,错,"","","",A,6
1064,党在现阶段的目标是全面建成小康社会，加快社会主义现代化。,对,错,"","","",A,5
1065,党在社会主义初级阶段的基本纲领，主要包括发展中国特色社会主义的经济、政治、文化、社会四个方面。,对,错,"","","",B,8
1066,讨论吸收为预备党员（预备党员转正）的支部大会，发展对象（预备党员）必须本人到场，不能缺席。,对,错,"","","",A,5
1067,确定为积极分子之后，走个程序就一定能吸收为党员。,对,错,"","","",B,7
1068,预备党员不需交纳党费，转正以后开始交纳。,对,错,"","","",B,9
1069,预备党员在预备期期间犯了较严重的错误，丧失了党员条件，要被取消预备党员资格。,对,错,"","","",A,6
1070,受到组织处置的审批材料将进入党员人事档案。,对,错,"","","",A,8
1071,预备党员预备期满，自动成为预备党员。,对,错,"","","",B,5
1072,预备党员没有选举权和被选举权，但有表决权。,对,错,"","","",B,4
1073,发展对象和新党员培训是入党过程的两次集中培训，转正后，党员就不需要参加集中培训了。,对,错,"","","",B,9
1074,党员定居国外，要办理停止党籍手续。,对,错,"","","",A,4
1075,入党申请书和转正申请书要求本人手写。,对,错,"","",,A,7
1076,外出工作不固定或未找到工作的党员可以不参加组织生活。,对,错,"","","",B,3
1077,党员档案不能由党员本人携带传递，需通过档案投递专用渠道或党组织派专人投递。,对,错,"","","",A,6
1078,"全国党员服务热线是12371,党员有相关问题可以拨打服务热线进行咨询。",对,错,"","","",A,6
1079,入党的同志可以保留自己的宗教信仰。,对,错,"","","",B,5
1080,直系亲属不能担任发展对象的入党介绍人。,对,错,"","",,A,6
1081,党的“三大作风”是指密切联系群众、理论联系实际、集中基础上的民主。,对,错,"","","",B,5
1083,党的制度建设要以完善惩治和预防腐败体系为重点。,对,错,"","","",B,5
1084,对正式党员的纪律处分，也适应于预备党员。,对,错,"","","",B,8
1085,中国共产党党员是中国人民的有共产主义觉悟的先锋战士。,对,错,"","","",B,11
1086,坚持对外开放是我国的基本国策。,对,错,"","","",A,3
1087,凡是有正式党员三人以上的基层单位，都应成立党的基层组织。,对,错,"","",,A,7
1088,改善民生是构建社会主义和谐社会的重点。,对,错,"","","",A,10
1089,贯彻科学发展观的基本方法是实行统筹兼顾。,对,错,"","",,A,7
1090,撤销党内外职务是党的纪律处分的一种。,对,错,"","","",B,7
1091,党员的义务就是党员对党应承担的责任。,对,错,"","","",A,3
1092,党的最高理想和最终奋斗目标是社会主义最终代替资本主义。,对,错,"","","",B,5
1093,预备党员虽有党籍，但不计算党龄。,对,错,"","","",A,6
1094,预备党员政治素质差，表现不好的，可以做劝其退党处理。,对,错,"","","",B,10
1095,信仰宗教，参加宗教活动的人可以申请加入中国共产党。,对,错,"","","",B,5
1097,党的总支委员会、支部委员会每届任期为两年或三年。,对,错,"","","",B,5
1098,在党的会议上，党员有权批评任何党员，但不能批评党的组织。,对,错,"","","",B,8
1099,党的作风建设以保持党同人民群众的血肉联系为重点。,对,错,"","","",A,4
1100,受留党察看处分的党员没有党章规定的各种权利。,对,错,"","",,B,7
1101,党的思想建设以坚定理想信念为重点。,对,错,"","","",A,4
1102,大学毕业后，在工作不固定的情况下，党员组织关系的转移工作要遵循以下基本原则：党员所去单位党组织健全的，应将党员组织关系转到所去单位党组织；所去单位尚未建立党组织的，应将党员组织关系转到所去上级单位的党组织，或转到所去单位所在地的街道、乡镇党组织。,对,错,"","","",A,4
1103,延安整风，确立了马克思主义与中国革命实践相结合的毛泽东思想在全党的指导地位，为抗日战争的胜利和新中国的建立奠定了坚实的思想基础。,对,错,"","","",A,5
1104,标志着我党胜利地完成了指导思想上的拨乱反正是党的十一届六中全会通过的《关于建国以来党的若干历史问题的决议》。,对,错,"","","",A,4
1106,从时代发展的要求和实际出发，摒弃一切不利于科学发展的思想观念，改革一切不适应科学发展的体制、机制和做法，是解放思想的正确目的。,对,错,"","","",A,9
1107,加强和改进党的建设，一定要准确把握当代中国社会前进的脉搏，改革和完善党的领导方式和执政方式、领导体制和工作制度，使党的工作充满活力。,对,错,"","","",A,10
1108,一般情况下，入党申请人员入党前，须经过集中培训。,对,错,"","","",A,10
1109,从实践要求上看，科学发展观是立足社会主义初级阶段基本国情、总结我国发展实践、借鉴国外发展经验、适应新的发展要求提出来的，是我们党在发展问题上的最新认识。,对,错,"","","",A,6
1110,“枪杆子里出政权”是毛泽东在遵义会议上第一次提出的。,对,错,"","","",B,7
1111,党的十七大报告提出“建设生态文明”，使“生态文明观念在全社会牢固树立”，这是对我国人口剧增、资源短缺、环境恶化的严峻形势进行检省后的一种明智选择，也是实现经济社会可持续发展的必由之路。,对,错,"","",,A,5
1112,先进性是马克思主义政党的根本特征,对,错,"","","",A,6
1113,中国共产党的最高纲领是实现中华民族的伟大复兴,对,错,"","",,B,4
1114,发展是我们党执政兴国的第一要务,对,错,"","","",A,3
1115,在现阶段，我国社会的主要矛盾是人民日益增长的物质文化需要同落后的社会生产力之间的矛盾,对,错,"","",,B,5
1116,执政为民是唯物史观的根本要求,对,错,"","","",A,4
1117,小王，私营企业主，19周岁，虽然思想进步也不能申请入党。,对,错,"","","",B,9
1118,中国共产党人追求的共产主义最高理想，只有在社会主义社会充分发展和高度发达的基础上才能实现。,对,错,"","","",A,5
1119,假如没有民主，社会主义就无以生存。,对,错,"","","",A,6
1120,由于国内的因素和国际的影响，阶级斗争还在一定范围内长期存在，在某种条件下还有可能激化，所以阶级斗争还是我国主要矛盾之一。,对,错,"","","",B,3
1121,民主集中制是民主基础上的集中和集中指导下的民主相结合。它既是党的根本组织原则，也是思想路线在党的生活中的运用。,对,错,"","","",B,7
1122,党的基本路线是党和国家的生命线，是实现科学发展的政治保证。,对,错,"","","",A,3
1123,党必须在宪法和法律的范围内活动，只有在特殊情况下才可以超越法律。,对,错,"","","",B,6
1124,申请入党的同学，要填写入党志愿书，至少要有一名正式党员做介绍人，要经过支部大会通过和上级党组织批准，并且经过预备期的考察，才能成为正式党员。,对,错,"","","",B,2
1125,预备党员不履行党员义务，不具备党员条件的，应当取消预备党员资格。,对,错,"","","",A,6
1126,必须把改革开放同四项基本原则统一起来，全面落实党的基本路线，全面执行党在社会主义初级阶段的基本纲领，反对一切“左”的和右的错误倾向，要警惕左，但主要是防止“右”。,对,错,"","","",B,5
1127,党的思想路线是一切从实际出发，理论联系实际，实事求是，在实践中检验真理和发展真理。,对,错,"","","",A,4
1128,十九大报告指出：“我国仍处于并将长期处于社会主义初级阶段的基本国情没有变，人民日益增长的物质文化需要同落后的社会生产之间的矛盾这一社会主要矛盾没有变”。,对,错,"","","",B,6
1129,党的领导主要是政治、思想、文化和社会的领导。,对,错,"","","",B,2
1130,1949年新中国成立后，我们就进入了社会主义社会。,对,错,"","",,B,6
1131,党的全国代表大会每2年举行一次。,对,错,"","","",B,6
1132,怎样坚持走共同富裕道路要坚持社会主义基本经济制度和分配制度，调整国民收入分配格局，加大再分配调节力度，着力解决收入分配差距较大问题，使发展成果更多更公平惠及全体人民，朝着共同富裕方向稳步前进。,对,错,"","","",A,3
1133,加强和改进党的作风建设，核心问题是保持原则问题上的坚定性。,对,错,"","","",B,10
1134,党员如果没有正当理由，连续两年不参加党的组织生活，或不交纳党费，或不做党所分配的工作，就被认为是自行脱党。支部大会应当决定把这样的党员除名，并报上级党组织批准。,对,错,"","","",B,7
1135,“两个百年”奋斗目标是在中国共产党成立一百年时全面建成小康社会，在新中国成立一百年时建成富强民主文明和谐的社会主义现代化国家。,对,错,"","","",A,6
1136,预备党员的预备期，从支部大会通过他为预备党员之日算起。党员的党龄，从支部大会通过他为预备党员之日算起。,对,错,"","","",B,6
1137,中共十八届三中全会通过的《中共中央关于全面深化改革若干重大问题的决定》指出全面深化改革的重点是政治体制改革。,对,错,"","","",B,5
1138,改革开放的成功实践为全面深化改革提供了重要的经验，必须长期坚持。最重要的是，坚持党的领导，贯彻党的基本方针，不走固步自封的老路，不走改旗易帜的邪路，坚定走中国特色社会主义道路，始终确保改革正确方向。,对,错,"","",,A,6
1139,中国共产党以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观和习近平新时代中国特色社会主义思想作为自己的行动指南。,对,错,"","","",A,7
1140,社会主义的本质是发展社会主义市场经济。,对,错,"","","",B,5
1141,劝党员退党时，不必经支部大会讨论，可以直接除名。,对,错,"","","",B,7
1142,在现阶段，我国社会的主要矛盾是人民日益增长的物质文化需求要同落后的社会生产关系之间的矛盾,对,错,"","","",B,6
